player_name,team_name,minute,shot_statsbomb_xg,shot_outcome_name,shot_technique_name,shot_body_part_name,x,y,is_goal
Luis Alberto Suárez Díaz,Barcelona,13,0.19267824,Blocked,Normal,Right Foot,109.3,32.1,0
Gerard Piqué Bernabéu,Barcelona,13,0.06449792,Blocked,Normal,Head,113.3,33.1,0
Kevin Gameiro,Sevilla,20,0.017995952,Saved,Normal,Right Foot,115.9,54.1,0
Neymar da Silva Santos Junior,Barcelona,22,0.057548873,Post,Normal,Right Foot,92.9,47.3,0
Luis Alberto Suárez Díaz,Barcelona,22,0.103710175,Post,Normal,Left Foot,119.1,33.6,0
Grzegorz Krychowiak,Sevilla,28,0.11998888,Off T,Normal,Head,112.7,37.0,0
Steven N''Kemboanza Mike Christopher Nzonzi,Sevilla,30,0.025310352,Saved,Normal,Right Foot,102.8,23.0,0
Jorge Andújar Moreno,Sevilla,33,0.033353202,Off T,Normal,Head,106.6,40.4,0
Luis Alberto Suárez Díaz,Barcelona,37,0.023713956,Post,Normal,Right Foot,101.3,23.6,0
Neymar da Silva Santos Junior,Barcelona,45,0.05800635,Blocked,Normal,Left Foot,107.1,33.8,0
Gerard Piqué Bernabéu,Barcelona,46,0.36884955,Saved,Normal,Head,116.3,43.5,0
Michael Krohn-Dehli,Sevilla,50,0.036990445,Blocked,Normal,Right Foot,95.0,46.0,0
Michael Krohn-Dehli,Sevilla,50,0.04768442,Off T,Normal,Right Foot,101.2,52.0,0
Michael Krohn-Dehli,Sevilla,51,0.35190183,Goal,Normal,Left Foot,112.0,33.9,1
Kevin Gameiro,Sevilla,53,0.076630354,Blocked,Normal,Right Foot,106.1,45.6,0
Neymar da Silva Santos Junior,Barcelona,54,0.026259782,Off T,Normal,Right Foot,92.4,48.2,0
Ivan Rakitić,Barcelona,56,0.019981464,Blocked,Normal,Right Foot,89.8,50.4,0
Vicente Iborra De La Fuente,Sevilla,57,0.22399516,Goal,Normal,Head,112.9,37.7,1
Neymar da Silva Santos Junior,Barcelona,62,0.09089739,Saved,Normal,Right Foot,105.3,38.8,0
Luis Alberto Suárez Díaz,Barcelona,63,0.0325615,Blocked,Normal,Head,108.1,40.2,0
Neymar da Silva Santos Junior,Barcelona,63,0.16759393,Saved,Half Volley,Right Foot,114.5,31.9,0
Neymar da Silva Santos Junior,Barcelona,63,0.02338378,Saved,Normal,Right Foot,103.3,26.9,0
Sandro Ramírez Castillo,Barcelona,67,0.023973474,Blocked,Normal,Right Foot,107.6,23.8,0
Gerard Piqué Bernabéu,Barcelona,70,0.12971233,Off T,Normal,Head,114.9,38.0,0
Sandro Ramírez Castillo,Barcelona,72,0.044287045,Blocked,Normal,Right Foot,99.3,50.6,0
Neymar da Silva Santos Junior,Barcelona,73,0.7835,Goal,Normal,Right Foot,107.8,40.2,1
Sandro Ramírez Castillo,Barcelona,78,0.52987605,Post,Normal,Right Foot,114.4,39.7,0
Luis Alberto Suárez Díaz,Barcelona,83,0.0100039225,Saved,Normal,Right Foot,106.2,20.0,0
Sandro Ramírez Castillo,Barcelona,84,0.18487392,Blocked,Half Volley,Right Foot,108.6,38.7,0
Sergi Roberto Carnicer,Barcelona,84,0.084569395,Blocked,Normal,Right Foot,101.6,43.4,0
Luis Alberto Suárez Díaz,Barcelona,85,0.046032216,Saved,Normal,Right Foot,97.9,37.9,0
Ivan Rakitić,Barcelona,88,0.07593048,Blocked,Normal,Left Foot,105.4,33.1,0
Ivan Rakitić,Barcelona,90,0.038542394,Blocked,Normal,Right Foot,95.1,45.9,0
Neymar da Silva Santos Junior,Barcelona,93,0.022951549,Off T,Normal,Right Foot,97.2,25.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,5,0.4197701,Off T,Half Volley,Right Foot,111.6,44.7,0
Adnane Tighadouini,Málaga,5,0.030241761,Blocked,Normal,Right Foot,105.1,54.4,0
Pablo Fornals Malla,Málaga,6,0.105408125,Saved,Normal,Head,112.8,41.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,9,0.08504139,Off T,Normal,Head,109.6,39.5,0
Nordin Amrabat,Málaga,10,0.038306523,Blocked,Normal,Right Foot,107.0,51.4,0
Francisco Román Alarcón Suárez,Real Madrid,12,0.06598351,Off T,Half Volley,Right Foot,112.4,27.0,0
Francisco Román Alarcón Suárez,Real Madrid,14,0.030156055,Off T,Normal,Right Foot,94.3,32.8,0
Nordin Amrabat,Málaga,17,0.0050180084,Blocked,Normal,Right Foot,63.4,52.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,18,0.0078067533,Blocked,Normal,Right Foot,97.5,62.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,29,0.062808305,Off T,Normal,Head,110.8,45.9,0
Juan Carlos Pérez López,Málaga,31,0.096439935,Off T,Normal,Left Foot,114.8,31.9,0
Jesé Rodríguez Ruiz,Real Madrid,32,0.03596192,Saved,Normal,Right Foot,106.6,25.9,0
Jesé Rodríguez Ruiz,Real Madrid,32,0.040517155,Saved,Volley,Right Foot,107.5,28.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,34,0.029232478,Saved,Normal,Left Foot,101.4,27.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,38,0.053378277,Off T,Normal,Head,110.2,44.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,43,0.04214122,Off T,Volley,Right Foot,101.1,53.6,0
Francisco Román Alarcón Suárez,Real Madrid,44,0.23088439,Off T,Volley,Right Foot,112.6,48.2,0
Francisco Román Alarcón Suárez,Real Madrid,45,0.027440952,Blocked,Normal,Right Foot,100.9,26.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,46,0.111450404,Saved,Half Volley,Right Foot,109.6,32.7,0
José Luis García del Pozo,Málaga,48,0.050445903,Saved,Normal,Right Foot,92.1,34.3,0
Fernando Damián Tissone,Málaga,48,0.037084688,Off T,Normal,Right Foot,95.4,39.9,0
Luka Modrić,Real Madrid,49,0.03998768,Blocked,Normal,Left Foot,98.5,49.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,49,0.22556376,Off T,Normal,Left Foot,112.2,29.8,0
Nordin Amrabat,Málaga,54,0.097736105,Blocked,Normal,Left Foot,103.8,45.1,0
Karim Benzema,Real Madrid,54,0.10520181,Off T,Normal,Head,110.8,44.6,0
Karim Benzema,Real Madrid,55,0.05618062,Saved,Normal,Right Foot,99.6,41.4,0
Marcos Alberto Angeleri,Málaga,56,0.04362538,Off T,Normal,Head,111.4,31.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,57,0.12824354,Wayward,Normal,Head,117.3,47.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,57,0.06347987,Blocked,Normal,Head,110.8,39.3,0
José Ignacio Fernández Iglesias,Real Madrid,57,0.06664605,Blocked,Volley,Right Foot,108.4,39.5,0
Jesé Rodríguez Ruiz,Real Madrid,58,0.14050703,Off T,Normal,Right Foot,111.9,50.0,0
Luka Modrić,Real Madrid,62,0.117477976,Saved,Normal,Right Foot,106.7,47.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,64,0.31668738,Off T,Normal,Head,115.2,43.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,64,0.056715578,Off T,Normal,Right Foot,109.0,55.4,0
Karim Benzema,Real Madrid,70,0.20466113,Saved,Normal,Left Foot,105.7,43.8,0
Nordin Amrabat,Málaga,70,0.11374879,Off T,Normal,Left Foot,104.9,43.6,0
Karim Benzema,Real Madrid,75,0.11147355,Saved,Normal,Right Foot,103.8,46.4,0
Francisco Román Alarcón Suárez,Real Madrid,75,0.05671572,Blocked,Normal,Left Foot,113.3,29.3,0
Toni Kroos,Real Madrid,80,0.02167625,Off T,Normal,Left Foot,90.2,41.7,0
Juan Pablo Añor Acosta,Málaga,81,0.018703284,Saved,Normal,Left Foot,90.6,51.4,0
Raphaël Varane,Real Madrid,84,0.029549967,Wayward,Normal,Head,108.5,46.4,0
Ricardo Jorge Luz Horta,Málaga,90,0.035709266,Blocked,Normal,Right Foot,106.8,23.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,92,0.37052646,Off T,Diving Header,Head,114.3,42.0,0
Karim Benzema,Real Madrid,6,0.03226845,Blocked,Normal,Right Foot,102.9,53.1,0
Raphaël Varane,Real Madrid,7,0.08906858,Off T,Normal,Head,110.2,43.9,0
Raúl García Escudero,Athletic Club,12,0.009122737,Off T,Normal,Right Foot,105.8,61.3,0
Karim Benzema,Real Madrid,13,0.12358422,Off T,Half Volley,Right Foot,107.2,37.5,0
Karim Benzema,Real Madrid,14,0.07577901,Blocked,Half Volley,Right Foot,105.0,46.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,18,0.008346005,Off T,Normal,Right Foot,90.1,56.8,0
Karim Benzema,Real Madrid,18,0.6428561,Goal,Normal,Right Foot,113.3,41.4,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,21,0.04913684,Saved,Half Volley,Right Foot,96.6,41.6,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,23,0.021612708,Blocked,Normal,Right Foot,92.7,42.2,0
Luka Modrić,Real Madrid,24,0.027672317,Blocked,Normal,Left Foot,99.9,55.2,0
Toni Kroos,Real Madrid,27,0.043414418,Off T,Normal,Right Foot,99.7,28.7,0
Sabin Merino Zuloaga,Athletic Club,28,0.16083117,Off T,Normal,Head,113.0,36.9,0
Francisco Román Alarcón Suárez,Real Madrid,29,0.028108448,Saved,Normal,Left Foot,103.3,51.0,0
Raúl García Escudero,Athletic Club,30,0.15256692,Blocked,Normal,Right Foot,111.3,44.8,0
Karim Benzema,Real Madrid,33,0.06443852,Blocked,Normal,Right Foot,101.4,43.1,0
Mateo Kovačić,Real Madrid,36,0.091141984,Saved,Half Volley,Right Foot,110.4,32.7,0
Karim Benzema,Real Madrid,37,0.035571445,Off T,Normal,Head,109.7,46.6,0
Aritz Aduriz Zubeldia,Athletic Club,40,0.19467327,Saved,Normal,Head,113.0,36.1,0
Mateo Kovačić,Real Madrid,41,0.25731796,Saved,Normal,Left Foot,111.0,34.9,0
Daniel Carvajal Ramos,Real Madrid,42,0.031702485,Off T,Normal,Right Foot,95.7,51.7,0
Karim Benzema,Real Madrid,48,0.0730022,Blocked,Normal,Right Foot,105.7,30.2,0
Raphaël Varane,Real Madrid,50,0.021764357,Wayward,Normal,Head,104.3,38.8,0
Aritz Aduriz Zubeldia,Athletic Club,50,0.03780999,Saved,Normal,Right Foot,95.0,47.0,0
Markel Susaeta Laskurain,Athletic Club,52,0.04354428,Blocked,Normal,Right Foot,97.6,34.6,0
Aritz Aduriz Zubeldia,Athletic Club,61,0.06566063,Blocked,Half Volley,Right Foot,109.6,46.0,0
Aritz Aduriz Zubeldia,Athletic Club,62,0.116197884,Blocked,Normal,Head,111.8,43.8,0
Kléper Laveran Lima Ferreira,Real Madrid,65,0.076127246,Off T,Normal,Head,111.9,38.0,0
Sabin Merino Zuloaga,Athletic Club,66,0.1747677,Goal,Diving Header,Head,108.8,31.8,1
Karim Benzema,Real Madrid,69,0.65773594,Goal,Half Volley,Right Foot,114.3,39.5,1
Raúl García Escudero,Athletic Club,70,0.0083098505,Off T,Normal,Right Foot,95.2,60.8,0
Karim Benzema,Real Madrid,72,0.07471296,Off T,Half Volley,Right Foot,100.9,37.5,0
Aritz Aduriz Zubeldia,Athletic Club,74,0.08280306,Saved,Volley,Right Foot,106.3,51.8,0
Raúl García Escudero,Athletic Club,78,0.39943144,Off T,Half Volley,Right Foot,114.0,39.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,83,0.10913601,Off T,Normal,Left Foot,104.6,26.6,0
Sabin Merino Zuloaga,Athletic Club,87,0.03728741,Saved,Normal,Head,108.7,52.2,0
Edgar Antonio Méndez Ortega,Granada,7,0.173336,Wayward,Half Volley,Right Foot,113.0,31.4,0
Kléper Laveran Lima Ferreira,Real Madrid,12,0.034773424,Saved,Normal,Head,109.5,32.5,0
Francisco Román Alarcón Suárez,Real Madrid,13,0.033780955,Saved,Normal,Right Foot,93.6,33.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,18,0.25907606,Saved,Normal,Right Foot,102.9,34.2,0
Karim Benzema,Real Madrid,18,0.3628611,Wayward,Half Volley,Right Foot,106.3,41.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,21,0.0077777863,Saved,Normal,Right Foot,83.8,48.2,0
Lucas Vázquez Iglesias,Real Madrid,21,0.28809595,Saved,Normal,Right Foot,111.7,49.9,0
Francisco Román Alarcón Suárez,Real Madrid,23,0.033542465,Off T,Half Volley,Right Foot,98.6,35.1,0
Rene Krhin,Granada,24,0.1257238,Saved,Normal,Head,113.3,35.1,0
Luka Modrić,Real Madrid,30,0.23013206,Saved,Normal,Right Foot,105.6,43.5,0
Luka Modrić,Real Madrid,30,0.14296968,Wayward,Normal,Head,111.5,43.8,0
Rubén Rochina Naixes,Granada,32,0.0066888137,Off T,Normal,Left Foot,82.5,40.0,0
Isaac Ajayi Success,Granada,38,0.264326,Saved,Normal,Right Foot,109.4,44.2,0
Francisco Román Alarcón Suárez,Real Madrid,40,0.1473175,Off T,Normal,Right Foot,110.4,51.1,0
Hugo Miguel Almeida Costa Lopes,Granada,43,0.019894883,Off T,Normal,Right Foot,94.7,53.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,45,0.015331975,Saved,Normal,Right Foot,94.7,56.6,0
Francisco Román Alarcón Suárez,Real Madrid,47,0.01759246,Blocked,Normal,Right Foot,105.4,24.8,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,50,0.032975826,Off T,Normal,Right Foot,102.6,49.5,0
Isaac Ajayi Success,Granada,51,0.27996325,Off T,Lob,Right Foot,105.4,49.7,0
Karim Benzema,Real Madrid,54,0.52289504,Goal,Normal,Head,116.3,42.9,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,58,0.04267428,Saved,Normal,Head,109.1,39.3,0
Youssef El-Arabi,Granada,59,0.1589102,Saved,Normal,Right Foot,109.0,32.3,0
Edgar Antonio Méndez Ortega,Granada,59,0.010107519,Off T,Normal,Left Foot,96.2,21.4,0
Youssef El-Arabi,Granada,61,0.032196686,Blocked,Normal,Right Foot,99.7,25.6,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,63,0.007236973,Saved,Normal,Left Foot,86.3,29.2,0
Raphaël Varane,Real Madrid,64,0.069444135,Off T,Normal,Head,111.7,37.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,64,0.048575692,Off T,Normal,Left Foot,104.6,24.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,72,0.039801676,Blocked,Normal,Right Foot,92.9,26.8,0
Rene Krhin,Granada,73,0.05519379,Blocked,Volley,Right Foot,105.8,35.4,0
Denis Cheryshev,Real Madrid,83,0.15475419,Off T,Half Volley,Left Foot,108.4,33.0,0
Javier Márquez Moreno,Granada,89,0.039387472,Blocked,Normal,Left Foot,89.6,44.7,0
Nicolás Federico López Alonso,Granada,93,0.005262502,Blocked,Normal,Left Foot,85.6,52.0,0
Felipe Salvador Caicedo Corozo,Espanyol,1,0.063769706,Saved,Normal,Right Foot,108.9,53.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,3,0.10278771,Off T,Normal,Left Foot,104.8,27.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,6,0.2500992,Goal,Normal,Right Foot,112.5,28.9,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,16,0.7835,Goal,Normal,Right Foot,107.8,40.1,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,19,0.29864717,Goal,Volley,Left Foot,114.7,43.3,1
Salvador Sevilla López,Espanyol,24,0.035522114,Saved,Normal,Left Foot,96.4,29.7,0
Karim Benzema,Real Madrid,27,0.5668212,Goal,Half Volley,Right Foot,116.3,42.7,1
Gerard Moreno Balaguero,Espanyol,30,0.0915772,Off T,Normal,Head,111.3,37.8,0
Carlos Henrique Casimiro,Real Madrid,32,0.019619564,Off T,Normal,Right Foot,93.8,55.1,0
Felipe Salvador Caicedo Corozo,Espanyol,34,0.06893123,Blocked,Normal,Left Foot,98.9,37.7,0
Gerard Moreno Balaguero,Espanyol,34,0.043663517,Blocked,Normal,Right Foot,105.7,55.4,0
Anaitz Arbilla Zabala,Espanyol,36,0.035367634,Blocked,Normal,Right Foot,98.6,50.0,0
Karim Benzema,Real Madrid,42,0.11260469,Post,Normal,Right Foot,105.2,52.5,0
Gerard Moreno Balaguero,Espanyol,43,0.029359998,Off T,Normal,Left Foot,102.9,22.6,0
Anaitz Arbilla Zabala,Espanyol,45,0.099945426,Blocked,Volley,Left Foot,105.0,49.8,0
Gareth Frank Bale,Real Madrid,46,0.051809486,Blocked,Volley,Left Foot,104.4,32.4,0
Daniel Carvajal Ramos,Real Madrid,47,0.08429358,Off T,Normal,Right Foot,111.3,53.2,0
Carlos Henrique Casimiro,Real Madrid,49,0.023826897,Blocked,Normal,Right Foot,95.6,52.5,0
Felipe Salvador Caicedo Corozo,Espanyol,54,0.046630558,Blocked,Normal,Left Foot,98.0,36.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,61,0.5888231,Goal,Normal,Right Foot,114.2,38.3,1
Álvaro González Soberón,Espanyol,64,0.08310846,Blocked,Normal,Head,112.7,43.4,0
Víctor Sánchez Mata,Espanyol,64,0.02028725,Off T,Half Volley,Left Foot,102.1,23.6,0
Joan Jordán Moreno,Espanyol,69,0.012701511,Off T,Volley,Right Foot,117.9,52.5,0
Gerard Moreno Balaguero,Espanyol,71,0.37937453,Saved,Normal,Head,114.9,44.2,0
Salvador Sevilla López,Espanyol,71,0.62143046,Off T,Half Volley,Right Foot,116.8,37.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,80,0.22829616,Goal,Normal,Right Foot,107.6,40.2,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,83,0.1945294,Off T,Half Volley,Left Foot,106.0,34.4,0
Daniel Carvajal Ramos,Real Madrid,84,0.014751591,Off T,Half Volley,Right Foot,88.0,50.8,0
Lucas Vázquez Iglesias,Real Madrid,87,0.07809972,Saved,Normal,Left Foot,104.3,51.7,0
Felipe Salvador Caicedo Corozo,Espanyol,89,0.11788031,Off T,Normal,Left Foot,102.7,39.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,2,0.038795162,Wayward,Half Volley,Right Foot,106.4,22.8,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,8,0.044190973,Blocked,Normal,Right Foot,91.0,33.6,0
Gareth Frank Bale,Real Madrid,9,0.04749736,Blocked,Half Volley,Right Foot,100.0,31.0,0
Gareth Frank Bale,Real Madrid,11,0.07614354,Off T,Normal,Left Foot,114.3,22.4,0
Marcelo Vieira da Silva Júnior,Real Madrid,15,0.0064105755,Wayward,Normal,Left Foot,90.9,23.3,0
Jesé Rodríguez Ruiz,Real Madrid,18,0.028943423,Off T,Normal,Right Foot,106.5,57.4,0
Francisco Román Alarcón Suárez,Real Madrid,20,0.03224591,Off T,Normal,Right Foot,95.1,40.7,0
Bernardo José Espinosa Zúñiga,Sporting Gijón,21,0.03957649,Wayward,Half Volley,Right Foot,106.4,47.3,0
Francisco Román Alarcón Suárez,Real Madrid,25,0.054809436,Off T,Normal,Right Foot,101.1,53.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,32,0.023894979,Saved,Normal,Right Foot,95.5,52.4,0
Jesé Rodríguez Ruiz,Real Madrid,33,0.040484678,Saved,Normal,Right Foot,99.1,31.2,0
Arnaldo Antonio Sanabria Ayala,Sporting Gijón,35,0.057920586,Post,Normal,Head,111.8,44.5,0
Ignacio Cases Mora,Sporting Gijón,36,0.021107573,Off T,Half Volley,Right Foot,93.8,38.0,0
Toni Kroos,Real Madrid,45,0.018309502,Off T,Normal,Right Foot,86.3,46.2,0
Francisco Román Alarcón Suárez,Real Madrid,46,0.06559306,Saved,Normal,Left Foot,97.2,41.7,0
Carlos Carmona Bonet,Sporting Gijón,47,0.1015174,Off T,Normal,Head,107.1,42.0,0
Miguel Ángel Guerrero Martín,Sporting Gijón,48,0.02881186,Blocked,Normal,Right Foot,91.4,44.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,53,0.03269877,Saved,Normal,Right Foot,101.9,23.7,0
Gareth Frank Bale,Real Madrid,60,0.04115833,Off T,Normal,Left Foot,97.3,56.0,0
Raphaël Varane,Real Madrid,61,0.1272405,Wayward,Normal,Head,113.9,34.6,0
Gareth Frank Bale,Real Madrid,62,0.05225626,Saved,Normal,Head,111.7,45.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,66,0.29326233,Off T,Normal,Head,115.1,43.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,68,0.06254423,Blocked,Normal,Left Foot,105.6,54.2,0
James David Rodríguez Rubio,Real Madrid,69,0.035191566,Saved,Normal,Left Foot,104.5,56.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,77,0.04299614,Saved,Normal,Left Foot,108.5,26.8,0
Marcelo Vieira da Silva Júnior,Real Madrid,77,0.06563301,Off T,Normal,Head,107.3,37.9,0
Luka Modrić,Real Madrid,81,0.041370127,Blocked,Normal,Right Foot,100.2,33.0,0
Alejandro Menéndez Díez,Sporting Gijón,83,0.031502087,Blocked,Normal,Right Foot,104.8,26.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,83,0.04500919,Saved,Normal,Right Foot,103.8,22.6,0
Luka Modrić,Real Madrid,84,0.03817027,Off T,Normal,Right Foot,94.6,45.6,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,87,0.09136903,Off T,Normal,Head,110.0,38.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,93,0.038283624,Blocked,Normal,Right Foot,93.4,25.3,0
James David Rodríguez Rubio,Real Madrid,93,0.01813508,Off T,Half Volley,Left Foot,93.3,34.1,0
Lionel Andrés Messi Cuccittini,Barcelona,10,0.7835,Saved,Normal,Left Foot,108.0,40.0,0
Lionel Andrés Messi Cuccittini,Barcelona,16,0.056815397,Off T,Normal,Left Foot,92.1,34.1,0
Munir El Haddadi Mohamed,Barcelona,18,0.43270716,Goal,Normal,Head,111.8,39.9,1
Lionel Andrés Messi Cuccittini,Barcelona,26,0.047487058,Blocked,Half Volley,Left Foot,108.4,55.3,0
Gerard Piqué Bernabéu,Barcelona,30,0.30672285,Saved to Post,Normal,Other,116.0,36.8,0
Neymar da Silva Santos Junior,Barcelona,31,0.24904487,Goal,Normal,Right Foot,108.4,29.8,1
Lionel Andrés Messi Cuccittini,Barcelona,39,0.03750979,Goal,Normal,Left Foot,94.6,40.3,1
Lionel Andrés Messi Cuccittini,Barcelona,42,0.03439893,Off T,Normal,Left Foot,90.3,47.5,0
Abdoul Karim Yoda,Getafe,46,0.020997366,Off T,Normal,Left Foot,96.7,55.7,0
Arda Turan,Barcelona,48,0.17389879,Off T,Normal,Right Foot,108.9,35.3,0
Neymar da Silva Santos Junior,Barcelona,50,0.26053265,Goal,Normal,Right Foot,108.1,42.4,1
Arda Turan,Barcelona,56,0.19371109,Goal,Overhead Kick,Left Foot,113.1,45.9,1
Lionel Andrés Messi Cuccittini,Barcelona,62,0.091590956,Off T,Normal,Left Foot,107.2,27.4,0
Wanderson Maciel Sousa Campos,Getafe,64,0.06639542,Off T,Normal,Right Foot,95.5,36.4,0
Moisés Gómez Bordonado,Getafe,67,0.051890258,Saved,Normal,Left Foot,97.1,41.5,0
Moisés Gómez Bordonado,Getafe,68,0.041856397,Off T,Normal,Left Foot,113.1,25.5,0
Neymar da Silva Santos Junior,Barcelona,81,0.04200846,Saved,Lob,Right Foot,104.4,23.6,0
Neymar da Silva Santos Junior,Barcelona,82,0.2121068,Saved,Normal,Left Foot,108.9,30.9,0
Abdoul Karim Yoda,Getafe,83,0.07243176,Blocked,Normal,Left Foot,104.7,32.2,0
Bernard Mensah,Getafe,84,0.011211474,Off T,Normal,Right Foot,85.5,32.8,0
Neymar da Silva Santos Junior,Barcelona,87,0.009295708,Off T,Normal,Right Foot,97.8,19.5,0
Rubén Castro Martín,Real Betis,4,0.04170902,Blocked,Normal,Right Foot,96.4,42.4,0
Bruno González Cabrera,Real Betis,5,0.043828387,Saved,Normal,Head,108.0,35.6,0
Andrés Iniesta Luján,Barcelona,18,0.040734075,Off T,Normal,Right Foot,100.8,27.5,0
Ivan Rakitić,Barcelona,25,0.0491443,Blocked,Half Volley,Right Foot,100.6,50.3,0
Neymar da Silva Santos Junior,Barcelona,26,0.10750048,Off T,Normal,Head,109.3,38.4,0
Neymar da Silva Santos Junior,Barcelona,28,0.060083773,Saved,Normal,Right Foot,103.2,31.2,0
Luis Alberto Suárez Díaz,Barcelona,46,0.123057045,Off T,Normal,Left Foot,110.2,28.5,0
Ivan Rakitić,Barcelona,49,0.9090369,Goal,Half Volley,Right Foot,113.7,37.7,1
Lionel Andrés Messi Cuccittini,Barcelona,53,0.047341857,Blocked,Volley,Right Foot,103.8,37.2,0
Lionel Andrés Messi Cuccittini,Barcelona,56,0.07121654,Blocked,Normal,Left Foot,104.2,45.2,0
Luis Alberto Suárez Díaz,Barcelona,57,0.047034174,Off T,Normal,Left Foot,105.1,53.2,0
Luis Alberto Suárez Díaz,Barcelona,73,0.24883299,Saved,Normal,Left Foot,109.5,45.1,0
Neymar da Silva Santos Junior,Barcelona,77,0.0281366,Blocked,Normal,Left Foot,116.3,28.6,0
Luis Alberto Suárez Díaz,Barcelona,80,0.40179324,Goal,Normal,Right Foot,105.4,40.8,1
Andrés Iniesta Luján,Barcelona,16,0.07817352,Blocked,Normal,Right Foot,101.2,33.2,0
Lionel Andrés Messi Cuccittini,Barcelona,18,0.034334444,Off T,Normal,Left Foot,94.3,24.6,0
Ivan Rakitić,Barcelona,18,0.06307267,Saved,Normal,Left Foot,103.1,42.0,0
Neymar da Silva Santos Junior,Barcelona,21,0.049374785,Off T,Normal,Right Foot,102.4,28.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,24,0.059924684,Saved,Normal,Left Foot,104.8,54.9,0
Karim Benzema,Real Madrid,24,0.08566921,Blocked,Half Volley,Right Foot,104.4,36.7,0
Gareth Frank Bale,Real Madrid,24,0.015126976,Off T,Half Volley,Left Foot,112.5,23.8,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,29,0.050429653,Off T,Normal,Right Foot,92.0,36.5,0
Daniel Alves da Silva,Barcelona,41,0.026042616,Off T,Normal,Right Foot,102.1,57.2,0
Karim Benzema,Real Madrid,42,0.11761501,Off T,Half Volley,Right Foot,106.2,40.3,0
Ivan Rakitić,Barcelona,45,0.021532787,Off T,Normal,Right Foot,94.2,51.2,0
Lionel Andrés Messi Cuccittini,Barcelona,47,0.0445341,Off T,Normal,Left Foot,91.1,43.1,0
Karim Benzema,Real Madrid,50,0.08048285,Blocked,Normal,Left Foot,107.4,28.6,0
Marcelo Vieira da Silva Júnior,Real Madrid,50,0.009112233,Blocked,Normal,Left Foot,107.0,20.0,0
Luka Modrić,Real Madrid,51,0.03057891,Blocked,Normal,Right Foot,93.4,39.9,0
Gareth Frank Bale,Real Madrid,51,0.17843059,Saved,Backheel,Right Foot,107.8,36.4,0
Daniel Alves da Silva,Barcelona,53,0.00573466,Blocked,Normal,Right Foot,91.0,61.2,0
Lionel Andrés Messi Cuccittini,Barcelona,53,0.062282465,Saved,Normal,Left Foot,102.6,33.9,0
Gerard Piqué Bernabéu,Barcelona,55,0.10838826,Goal,Normal,Head,112.3,42.6,1
Karim Benzema,Real Madrid,61,0.34321517,Goal,Overhead Kick,Right Foot,113.5,42.0,1
