player_name,team_name,minute,shot_statsbomb_xg,shot_outcome_name,shot_technique_name,shot_body_part_name,x,y,is_goal
Daniel Parejo Muñoz,Valencia,60,0.107127294,Saved to Post,Normal,Left Foot,106.0,52.8,0
André Filipe Tavares Gomes,Valencia,63,0.034804177,Off T,Normal,Right Foot,96.4,47.9,0
Francisco Alcácer García,Valencia,70,0.3578633,Saved,Half Volley,Right Foot,114.5,35.7,0
Shkodran Mustafi,Valencia,71,0.01426791,Saved,Normal,Right Foot,103.2,56.9,0
André Filipe Tavares Gomes,Valencia,74,0.26011407,Off T,Normal,Left Foot,108.5,36.7,0
Rodrigo Moreno Machado,Valencia,79,0.46476424,Saved,Half Volley,Left Foot,112.4,41.1,0
André Filipe Tavares Gomes,Valencia,80,0.026444534,Goal,Normal,Right Foot,98.5,23.6,1
Santiago Mina Lorenzo,Valencia,87,0.007206478,Off T,Normal,Right Foot,98.6,15.5,0
Shkodran Mustafi,Valencia,92,0.012111946,Blocked,Normal,Right Foot,91.8,25.0,0
Denis Suárez Fernández,Villarreal,5,0.0146212885,Blocked,Normal,Right Foot,102.4,22.1,0
Karim Benzema,Real Madrid,7,0.043914843,Saved,Normal,Right Foot,106.0,47.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,10,0.031477965,Saved,Normal,Left Foot,113.4,25.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,20,0.02357862,Blocked,Normal,Right Foot,87.8,50.0,0
Raphaël Varane,Real Madrid,20,0.082417026,Off T,Normal,Head,113.3,33.4,0
Lucas Vázquez Iglesias,Real Madrid,28,0.02650786,Blocked,Volley,Right Foot,104.9,51.0,0
Karim Benzema,Real Madrid,28,0.23541662,Off T,Volley,Right Foot,116.2,44.2,0
Lucas Vázquez Iglesias,Real Madrid,31,0.06540189,Off T,Half Volley,Left Foot,104.5,33.5,0
Marcelo Vieira da Silva Júnior,Real Madrid,36,0.008743569,Blocked,Normal,Left Foot,105.4,21.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,39,0.024937436,Off T,Normal,Left Foot,92.7,27.6,0
Karim Benzema,Real Madrid,40,0.30604562,Goal,Normal,Head,113.1,39.7,1
Denis Suárez Fernández,Villarreal,42,0.111999445,Saved,Normal,Right Foot,105.2,53.0,0
Luka Modrić,Real Madrid,46,0.032511316,Blocked,Normal,Left Foot,98.1,45.8,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,47,0.092011884,Off T,Normal,Head,114.5,47.7,0
Luka Modrić,Real Madrid,49,0.039462443,Off T,Normal,Right Foot,95.5,44.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,51,0.030688196,Saved,Normal,Left Foot,99.2,30.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,54,0.023270905,Off T,Normal,Right Foot,91.8,52.2,0
Jonathan dos Santos Ramírez,Villarreal,57,0.030280024,Blocked,Normal,Right Foot,98.5,53.0,0
Toni Kroos,Real Madrid,60,0.03200397,Blocked,Normal,Right Foot,92.3,36.5,0
Lucas Vázquez Iglesias,Real Madrid,68,0.044922158,Goal,Normal,Right Foot,103.3,55.1,1
Karim Benzema,Real Madrid,73,0.06254407,Blocked,Normal,Left Foot,110.0,31.4,0
Francisco Román Alarcón Suárez,Real Madrid,74,0.09303157,Wayward,Normal,Right Foot,108.3,30.8,0
Luka Modrić,Real Madrid,75,0.10719474,Goal,Volley,Left Foot,104.7,35.7,1
Denis Suárez Fernández,Villarreal,85,0.040177327,Saved,Normal,Right Foot,92.3,31.6,0
Samuel García Sánchez,Villarreal,90,0.084621646,Blocked,Half Volley,Right Foot,105.9,41.0,0
Gareth Frank Bale,Real Madrid,2,0.031328496,Post,Normal,Left Foot,97.5,52.6,0
Adrián Embarba Blázquez,Rayo Vallecano,6,0.5687012,Goal,Normal,Left Foot,113.7,39.3,1
Karim Benzema,Real Madrid,11,0.27889493,Off T,Volley,Right Foot,111.4,40.8,0
Nicolás Ladislao Fedor Flores,Rayo Vallecano,13,0.50130045,Goal,Half Volley,Right Foot,114.3,40.9,1
Jozabed Sánchez Ruiz,Rayo Vallecano,17,0.024840182,Blocked,Normal,Right Foot,90.1,40.6,0
Tiago Manuel Dias Correia,Rayo Vallecano,18,0.0066657704,Off T,Normal,Left Foot,87.9,24.8,0
Tiago Manuel Dias Correia,Rayo Vallecano,18,0.025072463,Blocked,Normal,Right Foot,102.9,25.7,0
Tiago Manuel Dias Correia,Rayo Vallecano,26,0.008334569,Saved,Normal,Right Foot,86.3,30.2,0
Adrián Embarba Blázquez,Rayo Vallecano,27,0.009369512,Saved,Normal,Left Foot,100.0,58.8,0
Mateo Kovačić,Real Madrid,30,0.014217219,Blocked,Normal,Right Foot,118.7,30.5,0
Gareth Frank Bale,Real Madrid,34,0.08652524,Goal,Normal,Head,115.2,47.4,1
Marcelo Vieira da Silva Júnior,Real Madrid,36,0.030104736,Blocked,Normal,Left Foot,100.9,27.8,0
Karim Benzema,Real Madrid,37,0.0789881,Off T,Normal,Head,112.7,44.1,0
Adrián Embarba Blázquez,Rayo Vallecano,38,0.0868823,Off T,Normal,Head,112.4,31.7,0
Gareth Frank Bale,Real Madrid,41,0.010684399,Off T,Normal,Left Foot,99.6,58.8,0
Lucas Vázquez Iglesias,Real Madrid,51,0.08743641,Goal,Normal,Head,110.0,37.8,1
Francisco Román Alarcón Suárez,Real Madrid,53,0.09272295,Off T,Normal,Right Foot,101.3,33.5,0
Kléper Laveran Lima Ferreira,Real Madrid,55,0.08454029,Wayward,Normal,Head,114.7,46.7,0
Gareth Frank Bale,Real Madrid,56,0.085101195,Blocked,Normal,Right Foot,113.6,51.1,0
Jesé Rodríguez Ruiz,Real Madrid,58,0.21460256,Saved,Normal,Right Foot,109.4,51.2,0
Lucas Vázquez Iglesias,Real Madrid,59,0.16520634,Blocked,Normal,Left Foot,114.2,41.0,0
Roberto Trashorras Gayoso,Rayo Vallecano,71,0.045524005,Saved,Normal,Right Foot,98.6,27.5,0
Gareth Frank Bale,Real Madrid,78,0.06129758,Blocked,Normal,Left Foot,93.6,39.0,0
Gareth Frank Bale,Real Madrid,80,0.31867963,Goal,Normal,Left Foot,109.6,30.1,1
Marcelo Vieira da Silva Júnior,Real Madrid,85,0.022292582,Blocked,Normal,Left Foot,99.0,27.4,0
Nicolás Ladislao Fedor Flores,Rayo Vallecano,91,0.06224214,Blocked,Normal,Right Foot,102.6,36.2,0
José Ángel Crespo Rincón,Rayo Vallecano,93,0.022514846,Saved,Normal,Head,108.5,47.3,0
Daniel Carvajal Ramos,Real Madrid,4,0.025975617,Wayward,Normal,Right Foot,100.9,57.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,7,0.031063488,Off T,Normal,Right Foot,95.3,44.2,0
Willian José da Silva,Las Palmas,9,0.3426701,Saved,Normal,Right Foot,103.7,32.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,10,0.07022169,Saved,Normal,Left Foot,100.8,44.2,0
Jerónimo Figueroa Cabrera,Las Palmas,11,0.049553372,Off T,Half Volley,Left Foot,113.2,26.4,0
Roque Mesa Quevedo,Las Palmas,16,0.012349784,Saved Off Target,Half Volley,Right Foot,87.5,34.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,23,0.23785302,Saved,Normal,Left Foot,107.6,29.3,0
Sergio Ramos García,Real Madrid,23,0.10471913,Goal,Normal,Head,114.1,35.3,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,28,0.07327368,Blocked,Normal,Right Foot,104.4,46.2,0
Gareth Frank Bale,Real Madrid,29,0.03312979,Off T,Normal,Head,113.7,48.8,0
Pedro Bigas Rigo,Las Palmas,31,0.08351529,Off T,Normal,Other,107.5,41.8,0
Francisco Román Alarcón Suárez,Real Madrid,33,0.037609715,Blocked,Normal,Right Foot,112.5,52.4,0
Sergio Ramos García,Real Madrid,42,0.056022745,Blocked,Normal,Right Foot,109.1,26.9,0
Willian José da Silva,Las Palmas,52,0.08620803,Wayward,Normal,Head,112.1,40.6,0
David García Santana,Las Palmas,57,0.15195422,Wayward,Normal,Head,111.4,39.1,0
Gareth Frank Bale,Real Madrid,62,0.20605363,Off T,Normal,Right Foot,102.9,46.2,0
Francisco José Perdomo Borges,Las Palmas,64,0.10230836,Saved,Normal,Right Foot,106.2,41.3,0
Jonathan Viera Ramos,Las Palmas,66,0.0155976685,Blocked,Normal,Right Foot,95.5,39.1,0
Gareth Frank Bale,Real Madrid,69,0.03221178,Off T,Normal,Left Foot,91.1,37.5,0
Jerónimo Figueroa Cabrera,Las Palmas,74,0.08410254,Blocked,Normal,Left Foot,111.0,51.6,0
Pedro Bigas Rigo,Las Palmas,74,0.037636124,Off T,Normal,Head,109.0,41.1,0
Sergio Ezequiel Araújo,Las Palmas,84,0.064517274,Off T,Normal,Head,112.9,33.9,0
Willian José da Silva,Las Palmas,86,0.27051145,Goal,Lob,Right Foot,113.5,49.1,1
Carlos Henrique Casimiro,Real Madrid,88,0.09722275,Goal,Normal,Head,114.1,44.9,1
Jonathan Viera Ramos,Las Palmas,91,0.025509413,Saved,Normal,Right Foot,87.3,42.4,0
Pedro Bigas Rigo,Las Palmas,92,0.05438578,Blocked,Normal,Head,108.0,40.9,0
Sergio Ezequiel Araújo,Las Palmas,92,0.065863974,Off T,Half Volley,Right Foot,107.0,39.1,0
Gareth Frank Bale,Real Madrid,3,0.10589248,Off T,Normal,Right Foot,103.1,52.5,0
James David Rodríguez Rubio,Real Madrid,8,0.09825722,Saved,Normal,Left Foot,109.8,27.4,0
Sergio Ramos García,Real Madrid,11,0.04132487,Off T,Normal,Head,109.7,45.0,0
Gareth Frank Bale,Real Madrid,14,0.06366292,Off T,Normal,Head,110.9,37.4,0
James David Rodríguez Rubio,Real Madrid,15,0.0107687535,Wayward,Normal,Left Foot,107.6,59.9,0
David Zurutuza Veillet,Real Sociedad,16,0.004668206,Saved,Normal,Right Foot,81.4,21.4,0
Carlos Henrique Casimiro,Real Madrid,20,0.023576386,Off T,Normal,Right Foot,86.8,42.1,0
Gareth Frank Bale,Real Madrid,20,0.06026242,Off T,Normal,Head,109.8,35.9,0
Xabier Prieto Argarate,Real Sociedad,24,0.09989093,Saved,Normal,Right Foot,112.0,32.3,0
James David Rodríguez Rubio,Real Madrid,26,0.054196578,Saved,Normal,Left Foot,100.8,37.2,0
Mikel González de Martín Martínez,Real Sociedad,27,0.051241983,Blocked,Normal,Right Foot,102.0,38.1,0
Danilo Luiz da Silva,Real Madrid,38,0.018798986,Blocked,Normal,Left Foot,99.4,57.1,0
José Ignacio Fernández Iglesias,Real Madrid,39,0.11028741,Blocked,Normal,Right Foot,108.5,28.2,0
David Zurutuza Veillet,Real Sociedad,41,0.029611602,Blocked,Normal,Right Foot,101.8,27.4,0
James David Rodríguez Rubio,Real Madrid,42,0.028046627,Blocked,Half Volley,Right Foot,96.1,34.8,0
Joseba Zaldúa Bengoetxea,Real Sociedad,44,0.044254895,Off T,Normal,Right Foot,99.8,54.0,0
Raphaël Varane,Real Madrid,45,0.07719966,Off T,Normal,Head,109.7,40.8,0
Gareth Frank Bale,Real Madrid,47,0.042267796,Off T,Normal,Head,112.7,49.2,0
David Zurutuza Veillet,Real Sociedad,54,0.026964098,Blocked,Normal,Right Foot,105.1,28.2,0
Danilo Luiz da Silva,Real Madrid,56,0.02600661,Off T,Normal,Left Foot,97.8,53.8,0
Gareth Frank Bale,Real Madrid,57,0.23269096,Saved,Normal,Left Foot,110.4,42.0,0
Armindo Tué Na Bangna,Real Sociedad,70,0.033241555,Off T,Normal,Right Foot,89.0,41.7,0
Armindo Tué Na Bangna,Real Sociedad,71,0.020209443,Saved,Normal,Right Foot,87.1,32.1,0
Jesé Rodríguez Ruiz,Real Madrid,73,0.03982756,Saved,Normal,Right Foot,113.0,53.9,0
Jesé Rodríguez Ruiz,Real Madrid,77,0.05950156,Saved,Normal,Right Foot,97.4,36.0,0
Gareth Frank Bale,Real Madrid,79,0.06753629,Goal,Normal,Head,112.1,44.3,1
Mikel Oyarzabal Ugarte,Real Sociedad,85,0.006885577,Off T,Normal,Left Foot,109.0,19.1,0
Mikel González de Martín Martínez,Real Sociedad,89,0.061597995,Off T,Normal,Head,110.7,41.6,0
David Zurutuza Veillet,Real Sociedad,91,0.06783242,Saved,Normal,Head,107.9,37.8,0
James David Rodríguez Rubio,Real Madrid,4,0.0959766,Goal,Normal,Left Foot,101.1,44.9,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,8,0.08956792,Wayward,Normal,Head,109.6,35.3,0
Sergio Gontán Gallardo,Eibar,11,0.0064938725,Off T,Normal,Right Foot,81.1,40.0,0
Lucas Vázquez Iglesias,Real Madrid,17,0.19110347,Goal,Normal,Left Foot,109.8,34.2,1
José Ignacio Peleteiro Ramallo,Eibar,18,0.008808778,Off T,Normal,Left Foot,94.4,21.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,18,0.3494427,Goal,Normal,Right Foot,112.1,33.3,1
Kléper Laveran Lima Ferreira,Real Madrid,33,0.086288616,Wayward,Volley,Left Foot,111.2,34.4,0
James David Rodríguez Rubio,Real Madrid,37,0.01259712,Off T,Normal,Left Foot,99.4,60.3,0
Jesé Rodríguez Ruiz,Real Madrid,38,0.70989615,Goal,Normal,Right Foot,113.0,46.0,1
Aleksandar Pantić,Eibar,40,0.09138947,Saved,Normal,Head,112.8,40.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,41,0.11698015,Saved,Normal,Head,113.0,41.8,0
Francisco Román Alarcón Suárez,Real Madrid,45,0.030719228,Blocked,Normal,Left Foot,115.6,29.1,0
Sergio Enrich Ametller,Eibar,47,0.06810759,Saved,Normal,Right Foot,104.8,51.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,47,0.14013861,Saved,Diving Header,Head,106.5,38.3,0
Borja González Tomás,Eibar,48,0.35104555,Wayward,Backheel,Right Foot,116.4,44.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,49,0.017725984,Off T,Normal,Right Foot,85.8,38.8,0
David Juncà Reñé,Eibar,53,0.0524904,Off T,Normal,Left Foot,97.4,37.8,0
David Juncà Reñé,Eibar,59,0.0089886645,Blocked,Normal,Left Foot,102.1,65.6,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,73,0.529824,Off T,Half Volley,Left Foot,113.5,40.5,0
Borja González Tomás,Eibar,78,0.6359429,Post,Normal,Head,117.2,35.9,0
Gonzalo Escalante,Eibar,78,0.091582306,Off T,Half Volley,Left Foot,108.0,45.2,0
Danilo Luiz da Silva,Real Madrid,85,0.021149408,Off T,Normal,Right Foot,90.5,45.0,0
Mateo Kovačić,Real Madrid,90,0.057949916,Blocked,Normal,Right Foot,97.0,46.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,90,0.024967402,Off T,Normal,Right Foot,94.4,27.6,0
Danilo Luiz da Silva,Real Madrid,1,0.01837172,Off T,Normal,Right Foot,91.0,27.3,0
Sergio Ramos García,Real Madrid,9,0.0060853967,Off T,Half Volley,Left Foot,87.0,25.9,0
Iago Aspas Juncal,Celta Vigo,13,0.26260468,Post,Normal,Head,113.6,40.0,0
Iago Aspas Juncal,Celta Vigo,13,0.32485405,Saved,Half Volley,Right Foot,115.7,44.3,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,19,0.018120253,Saved,Normal,Left Foot,96.3,56.8,0
Carlos Henrique Casimiro,Real Madrid,20,0.031253055,Blocked,Normal,Right Foot,97.1,28.4,0
Francisco Román Alarcón Suárez,Real Madrid,20,0.21755305,Saved,Normal,Left Foot,113.7,45.5,0
Iago Aspas Juncal,Celta Vigo,23,0.00724136,Off T,Normal,Left Foot,81.5,59.2,0
Carlos Henrique Casimiro,Real Madrid,39,0.08898208,Saved,Normal,Head,113.6,32.5,0
Kléper Laveran Lima Ferreira,Real Madrid,40,0.04008013,Goal,Normal,Head,109.7,36.0,1
Fabián Ariel Orellana Valenzuela,Celta Vigo,43,0.07049738,Blocked,Normal,Right Foot,95.2,42.9,0
Lucas Vázquez Iglesias,Real Madrid,46,0.07665258,Blocked,Normal,Left Foot,107.1,53.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,49,0.033264387,Goal,Normal,Right Foot,87.8,45.2,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,55,0.0091618495,Blocked,Normal,Right Foot,101.5,20.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,57,0.05212791,Goal,Normal,Right Foot,96.4,26.9,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,59,0.010831883,Saved to Post,Normal,Right Foot,93.8,22.6,0
Kléper Laveran Lima Ferreira,Real Madrid,60,0.005708456,Saved,Half Volley,Right Foot,86.6,57.1,0
Iago Aspas Juncal,Celta Vigo,61,0.52106094,Goal,Lob,Left Foot,106.5,45.2,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,63,0.87439555,Goal,Normal,Right Foot,114.7,40.8,1
John Guidetti,Celta Vigo,67,0.10798356,Blocked,Normal,Head,111.4,40.2,0
John Guidetti,Celta Vigo,72,0.08230098,Blocked,Normal,Right Foot,111.0,51.6,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,75,0.08383029,Goal,Normal,Head,111.8,39.0,1
Jesé Rodríguez Ruiz,Real Madrid,76,0.15886617,Goal,Normal,Right Foot,106.1,36.4,1
Gareth Frank Bale,Real Madrid,80,0.0550643,Goal,Normal,Left Foot,98.6,30.5,1
Claudio Beauvue,Celta Vigo,83,0.024683634,Saved,Normal,Right Foot,94.2,52.0,0
Carlos Henrique Casimiro,Real Madrid,83,0.0030596661,Off T,Lob,Right Foot,50.3,30.0,0
Gareth Frank Bale,Real Madrid,88,0.037863873,Blocked,Normal,Right Foot,109.0,54.2,0
Lucas Vázquez Iglesias,Real Madrid,89,0.09909629,Blocked,Normal,Left Foot,106.8,49.6,0
Karim Benzema,Real Madrid,7,0.22529605,Off T,Overhead Kick,Right Foot,112.2,41.5,0
David Barral Torres,Granada,9,0.059139382,Blocked,Normal,Right Foot,84.5,44.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,13,0.08190286,Off T,Normal,Left Foot,110.4,25.5,0
David Barral Torres,Granada,16,0.06494873,Blocked,Normal,Right Foot,106.4,45.8,0
Isaac Ajayi Success,Granada,16,0.030400444,Off T,Normal,Left Foot,111.9,55.4,0
Adalberto Peñaranda Maestre,Granada,24,0.009107318,Blocked,Normal,Right Foot,96.7,20.8,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,28,0.010010314,Blocked,Normal,Right Foot,107.7,20.4,0
Karim Benzema,Real Madrid,29,0.55398226,Goal,Normal,Right Foot,113.2,44.3,1
Rubén Rochina Naixes,Granada,38,0.020087993,Blocked,Half Volley,Left Foot,96.2,51.0,0
David Barral Torres,Granada,39,0.102879636,Blocked,Normal,Right Foot,108.5,44.9,0
Rubén Rochina Naixes,Granada,42,0.067630425,Off T,Normal,Left Foot,98.8,35.5,0
Francisco Román Alarcón Suárez,Real Madrid,43,0.031386923,Off T,Normal,Right Foot,93.6,44.2,0
Isaac Ajayi Success,Granada,45,0.09451377,Blocked,Normal,Left Foot,104.4,47.7,0
David Barral Torres,Granada,46,0.09374841,Saved,Normal,Head,113.0,45.9,0
Luka Modrić,Real Madrid,47,0.02542973,Saved,Half Volley,Right Foot,94.7,48.4,0
Rubén Rochina Naixes,Granada,52,0.022619393,Off T,Normal,Left Foot,89.8,40.1,0
Luka Modrić,Real Madrid,54,0.07982836,Blocked,Normal,Right Foot,103.5,49.6,0
Karim Benzema,Real Madrid,54,0.042461712,Off T,Half Volley,Right Foot,114.2,53.1,0
Karim Benzema,Real Madrid,56,0.552108,Saved,Normal,Right Foot,108.9,42.2,0
Daniel Carvajal Ramos,Real Madrid,57,0.1400109,Off T,Normal,Right Foot,105.6,51.8,0
Youssef El-Arabi,Granada,59,0.13466206,Goal,Normal,Right Foot,110.2,53.8,1
Sergio Ramos García,Real Madrid,67,0.093119524,Off T,Normal,Head,112.6,35.9,0
Youssef El-Arabi,Granada,70,0.01612709,Blocked,Normal,Head,104.2,38.2,0
David Rodríguez Lombán,Granada,70,0.05715164,Wayward,Normal,Head,111.3,34.0,0
Jesé Rodríguez Ruiz,Real Madrid,77,0.0420984,Blocked,Normal,Right Foot,103.3,51.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,77,0.028127376,Off T,Normal,Head,110.8,34.0,0
Isaac Ajayi Success,Granada,80,0.032109175,Blocked,Normal,Left Foot,108.0,26.6,0
Luka Modrić,Real Madrid,84,0.05000317,Goal,Normal,Right Foot,97.5,47.8,1
Rubén Castro Martín,Real Betis,6,0.18227157,Saved,Normal,Right Foot,104.9,29.7,0
Álvaro Cejudo Carmona,Real Betis,6,0.06555308,Goal,Volley,Right Foot,101.4,48.0,1
Karim Benzema,Real Madrid,16,0.027226131,Saved,Normal,Right Foot,112.3,54.0,0
Francisco Román Alarcón Suárez,Real Madrid,21,0.10467761,Saved,Normal,Head,111.7,37.6,0
Karim Benzema,Real Madrid,25,0.012905206,Blocked,Normal,Right Foot,102.7,58.5,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,31,0.17348056,Off T,Half Volley,Left Foot,108.3,28.5,0
Kléper Laveran Lima Ferreira,Real Madrid,33,0.26730847,Off T,Normal,Head,116.0,39.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,35,0.0063768057,Off T,Normal,Right Foot,88.6,60.1,0
Fabián Ruiz Peña,Real Betis,44,0.008149555,Blocked,Normal,Right Foot,78.0,48.8,0
Bruno González Cabrera,Real Betis,45,0.038790185,Off T,Normal,Head,108.2,35.7,0
James David Rodríguez Rubio,Real Madrid,46,0.034045782,Blocked,Normal,Left Foot,101.9,54.5,0
Toni Kroos,Real Madrid,48,0.027363762,Blocked,Normal,Left Foot,94.9,26.2,0
Luka Modrić,Real Madrid,49,0.07493462,Wayward,Half Volley,Left Foot,102.1,41.4,0
Karim Benzema,Real Madrid,49,0.19946131,Saved,Volley,Right Foot,113.7,34.1,0
Karim Benzema,Real Madrid,49,0.030466974,Off T,Volley,Left Foot,117.5,29.8,0
James David Rodríguez Rubio,Real Madrid,54,0.17169563,Saved,Volley,Left Foot,110.6,44.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,63,0.07611314,Wayward,Normal,Head,115.2,30.3,0
Daniel Carvajal Ramos,Real Madrid,69,0.047629677,Off T,Half Volley,Right Foot,107.5,55.2,0
Karim Benzema,Real Madrid,70,0.9486781,Goal,Normal,Right Foot,116.5,41.1,1
James David Rodríguez Rubio,Real Madrid,77,0.024652468,Saved,Normal,Left Foot,100.2,57.4,0
Karim Benzema,Real Madrid,78,0.52824646,Saved,Normal,Right Foot,114.3,38.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,81,0.07390557,Wayward,Volley,Right Foot,109.4,39.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,85,0.029413983,Off T,Normal,Right Foot,104.6,22.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,86,0.45097622,Saved,Normal,Right Foot,117.3,43.8,0
Rubén Castro Martín,Real Betis,90,0.085477054,Off T,Normal,Left Foot,98.9,48.9,0
Jonathan Rodríguez Menéndez,Sporting Gijón,5,0.12558177,Blocked,Normal,Left Foot,102.3,49.3,0
Gareth Frank Bale,Real Madrid,6,0.2452343,Goal,Normal,Head,116.8,44.5,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,8,0.060526095,Goal,Half Volley,Left Foot,103.6,32.2,1
Luka Modrić,Real Madrid,9,0.024466723,Blocked,Normal,Right Foot,90.7,43.1,0
Karim Benzema,Real Madrid,11,0.08824232,Goal,Overhead Kick,Right Foot,109.1,38.4,1
Luka Modrić,Real Madrid,15,0.036142234,Off T,Normal,Left Foot,102.2,36.7,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,17,0.38226938,Goal,Normal,Left Foot,110.3,43.2,1
Jonathan Rodríguez Menéndez,Sporting Gijón,19,0.02974981,Blocked,Volley,Left Foot,94.9,43.9,0
Jonathan Rodríguez Menéndez,Sporting Gijón,23,0.008996977,Saved,Normal,Left Foot,112.8,60.4,0
Karim Benzema,Real Madrid,23,0.117174126,Blocked,Normal,Right Foot,109.3,32.9,0
Kléper Laveran Lima Ferreira,Real Madrid,24,0.08364144,Wayward,Half Volley,Right Foot,107.2,41.4,0
Gareth Frank Bale,Real Madrid,28,0.008183953,Off T,Normal,Left Foot,86.3,51.0,0
Kléper Laveran Lima Ferreira,Real Madrid,38,0.12269787,Saved,Volley,Right Foot,113.5,31.4,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,38,0.102346905,Wayward,Normal,Head,110.0,43.5,0
Karim Benzema,Real Madrid,40,0.5359192,Goal,Half Volley,Right Foot,112.8,35.5,1
Alen Halilović,Sporting Gijón,43,0.030532118,Blocked,Normal,Left Foot,93.0,34.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,53,0.1761056,Off T,Normal,Left Foot,111.5,28.6,0
Jonathan Rodríguez Menéndez,Sporting Gijón,58,0.02124816,Off T,Normal,Left Foot,98.2,22.6,0
Ismael López Blanco,Sporting Gijón,61,0.23211902,Goal,Normal,Left Foot,107.7,45.9,1
Daniel Arnaud N''Di	,Sporting Gijón,66,0.14568897,Off T,Normal,Right Foot,103.6,44.1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,75,0.020158073,Saved,Normal,Left Foot,97.3,23.1,0
Jonathan Rodríguez Menéndez,Sporting Gijón,83,0.03296742,Wayward,Volley,Left Foot,98.1,36.2,0
Luka Modrić,Real Madrid,84,0.043241236,Blocked,Normal,Left Foot,97.4,45.6,0
Ignacio Cases Mora,Sporting Gijón,85,0.030557046,Wayward,Volley,Left Foot,95.3,43.0,0
Jesé Rodríguez Ruiz,Real Madrid,86,0.09055674,Saved,Normal,Right Foot,110.0,50.9,0
Raphaël Varane,Real Madrid,91,0.08404854,Saved,Normal,Head,112.5,35.2,0
Luis Alberto Romero Alconchel,RC Deportivo La Coruña,5,0.023292813,Wayward,Half Volley,Right Foot,100.8,25.1,0
Fayçal Fajr,RC Deportivo La Coruña,7,0.0068483716,Saved,Normal,Right Foot,109.5,15.9,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,7,0.018109325,Saved,Normal,Left Foot,97.3,23.1,0
Luis Alberto Romero Alconchel,RC Deportivo La Coruña,9,0.0075568194,Blocked,Normal,Right Foot,95.4,18.3,0
Lucas Pérez Martínez,RC Deportivo La Coruña,10,0.16062205,Saved,Normal,Right Foot,107.5,32.3,0
Karim Benzema,Real Madrid,12,0.11483955,Off T,Normal,Head,112.2,38.2,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,13,0.035911363,Blocked,Normal,Right Foot,94.6,34.8,0
Sergio Ramos García,Real Madrid,14,0.050495863,Blocked,Volley,Right Foot,105.8,31.1,0
Karim Benzema,Real Madrid,14,0.4720482,Goal,Backheel,Left Foot,114.3,39.1,1
Marcelo Vieira da Silva Júnior,Real Madrid,21,0.04711721,Off T,Half Volley,Left Foot,109.8,33.0,0
Gareth Frank Bale,Real Madrid,21,0.14640579,Goal,Normal,Head,112.3,42.3,1
Federico Nicolás Cartabia,RC Deportivo La Coruña,23,0.041713208,Saved,Normal,Left Foot,92.1,35.0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,24,0.09221969,Off T,Normal,Right Foot,108.8,26.8,0
Lucas Pérez Martínez,RC Deportivo La Coruña,29,0.0681608,Off T,Half Volley,Left Foot,107.6,25.5,0
